type,web
,http://www.shindengen.co.jp//product/semi/datasheet/J533_SF10K60M.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_SF20K60M.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_SG5L20USM.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_SG10L20USM.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_S20K60T.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_S30K60T.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_D30L60.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_S20K100V.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_S30K100V.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_S60L120D.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_D1NF60.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_D1NK60.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_D1NL20U.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_D1NL40U.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_D1NK100.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_D2L20U.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_D2L40U.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_S2L20U.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_S2L60.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_S2L40U.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_S2K100.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_S3L60.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_S3L20U.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_S3L40U.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_S3K60.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J532_DE5LC20U.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J532_DE5LC40.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J532_DF10LC20U.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J532_DF10LC30.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J532_DF20LC20US.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J532_DF20LC30.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_SF5LC40UM.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_SF10LC40UM.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_SF10KC60M.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_SF20LC30M.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_SF20KC60M.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_SG5LC20USM.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_SG10LC20USM.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_SG20LC20USM.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_S20LC20UST.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_S20LC30T.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_S20LC40UT.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_S20LC60UST.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_S20LC40UV.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_S20LC60USV.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_D20LC20U.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_D20LC40.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_D120LC40.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_D120LC40B.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_D200LC40B.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_D240LC40.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J534_D4SBL20U.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J534_D4SBL40.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_SF8L60USM.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_SF20LC30.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_S20LC30.pdf
,http://www.shindengen.co.jp//product/semi/datasheet/J533_S20LC60US.pdf
